,postcode,X-koordinaatti metrein�,Y-koordinaatti metrein�,Postinumeroalueen pinta-ala,"Asukkaat yhteens�, 2017 (HE)"
2191,74140,520495,7047181,178579611,1207
2192,74150,503371,7040551,178071593,1012
2193,74160,504467,7054402,100424562,1082
2194,74170,511169,7057762,68530393,899
2195,74200,503333,7077509,361697348,2293
2196,74230,495449,7078349,118832949,426
2197,74240,496394,7086393,72392576,147
2198,74250,490270,7094195,215046564,95
2199,74270,512400,7070313,160520502,454
2200,74300,528432,7060026,417308911,2666
2201,74340,520859,7084029,343431035,706
2202,74345,525207,7088377,66230900,73
2203,74360,524029,7071210,70897777,159
2204,74380,544755,7070929,295258218,85
2205,74390,557576,7073885,331919097,67
2206,74420,530718,7046024,77211139,300
2207,74470,545492,7041529,87816369,167
2208,74490,544350,7055079,264471326,120
2209,74510,512285,7042932,5849864,788
2210,74520,516422,7039855,59897825,528
2211,74540,506570,7034453,40344478,154
2212,74550,503296,7028334,99257843,224
2213,74590,497677,7056172,65861029,318
2214,74595,494104,7049826,116016564,621
2215,74610,489765,7058547,56000597,184
2216,74630,486564,7047485,56555540,215
2217,74640,488556,7039659,79027120,160
2218,74670,476468,7049299,31633149,122
2219,74680,477315,7043008,142263542,396
2220,74700,466202,7076304,721217459,6077
2221,74720,475620,7057655,26803833,215
2222,74740,467150,7062667,129290244,312
2223,74770,469193,7051956,23078152,70
2224,74840,488047,7070034,138036939,275
2225,74940,475452,7073428,31145932,137
2226,74980,472594,7085030,20315847,38
2227,75500,611323,7053540,802425040,4124
2228,75530,603830,7044570,105733665,2780
2229,75650,591532,7044916,140461507,446
2230,75680,582476,7029387,270939708,107
2231,75700,598764,7076031,301402679,1364
2232,75710,593025,7054628,67202134,284
2233,75740,583235,7055776,102263721,112
2234,75770,579568,7071466,211282481,185
2235,75790,575208,7076901,112326381,90
2236,75840,592908,7069146,52891354,153
2237,75890,609052,7070698,103108412,69
2238,75930,624010,7072332,302787420,46
2239,75940,620096,7080649,5821550,8
2240,75970,616030,7042824,21771498,102
2241,75990,622151,7039307,95048430,108
2242,76100,506085,6912935,228218833,5588
2243,76120,509888,6907965,3833885,1928
2244,76130,506110,6908909,4943266,974
2245,76150,506279,6906174,9523895,3129
2246,76280,512276,6916695,39465921,148
2247,76620,512557,6903097,31292681,142
2248,76780,510388,6897219,42270576,102
2249,76850,501648,6902728,144588041,2829
2250,76940,507383,6916307,21712404,200
2251,77110,494659,6911944,83809695,82
2252,77120,487476,6905526,126045979,170
2253,77140,488378,6918681,78097322,82
2254,77220,495193,6898523,93909345,153
2255,77240,493376,6891249,40677528,138
2256,77320,519269,6896865,29273437,73
2257,77330,525128,6886773,228086645,600
2258,77350,513307,6892177,48348509,232
2259,77380,511215,6887666,63953470,131
2260,77430,521044,6905143,145078831,379
2261,77460,529224,6902827,104325873,351
2262,77480,533424,6892996,34390165,38
2263,77520,505108,6923337,123033634,180
2264,77570,522200,6921305,226085323,728
2265,77580,532952,6914318,87916115,161
2266,77600,505500,6946508,861007678,6505
2267,77630,517709,6949520,53035264,217
2268,77690,511598,6929260,48049662,115
2269,77700,486778,6942029,404816726,2536
2270,77770,482598,6929093,96669828,116
2271,77800,497612,6947539,21868621,530
2272,77910,492754,6952012,27740564,87
2273,77930,481831,6960495,171677795,394
2274,77960,480956,6948131,1359523,5
2275,78200,555590,6913355,63550215,4429
2276,78210,541109,6914063,21187307,1556
2277,78250,547097,6908258,6934399,1032
2278,78300,546032,6911128,4564848,2150
2279,78310,549098,6914801,39309109,1109
2280,78400,544954,6913804,8370099,1262
2281,78480,543689,6918068,37477227,551
2282,78500,550036,6907935,14136272,2420
2283,78610,552892,6908805,14616851,237
2284,78710,557261,6902975,88435685,677
2285,78850,539380,6907717,43121746,2944
2286,78870,542429,6910696,5476026,2366
2287,78880,547297,6902701,44306162,1181
2288,78900,539794,6910620,15403178,222
2289,79100,548048,6929376,402061915,5469
2290,79130,533723,6924116,88982741,952
2291,79140,527941,6934509,119375505,338
2292,79150,542369,6940610,140343540,401
2293,79160,540304,6947527,30697711,67
2294,79180,549979,6944343,16383118,33
2295,79190,553800,6947674,28867976,38
2296,79230,553949,6924336,31193762,56
2297,79255,559181,6935664,66568652,155
2298,79265,557245,6942988,49886374,101
2299,79330,564580,6929806,48857803,87
2300,79350,568934,6937781,111715754,75
2301,79410,562391,6918018,72218954,134
2302,79480,567554,6907413,204215608,549
2303,79520,580039,6900188,118181295,135
2304,79600,546231,6892083,229502508,2461
2305,79620,535642,6898427,46002728,196
2306,79630,538439,6902850,50921978,225
2307,79660,550078,6886132,36235449,169
2308,79680,538604,6885449,65130357,138
2309,79690,539078,6878731,89105821,189
2310,79700,579520,6918360,582731682,2306
2311,79810,584106,6932504,102456844,218
2312,79820,586650,6938542,50290215,102
2313,79830,583809,6941672,35473068,77
2314,79850,591157,6935141,989210,0
2315,79860,595287,6937224,128326756,164
2316,79885,594996,6926535,73564893,68
2317,79895,603223,6927229,102310560,103
2318,79910,595966,6912262,185261811,246
2319,79940,603975,6917659,111027269,155
2320,80100,642310,6946248,9748488,9482
2321,80110,639759,6943617,5442261,4547
2322,80130,640508,6948150,12617901,2430
2323,80140,636821,6946508,25377815,8428
2324,80160,644941,6946541,6390520,10307
2325,80170,647113,6946912,5258962,3806
2326,80200,643097,6943467,2094247,4393
2327,80210,642635,6943154,78367,13
2328,80220,640326,6941132,17186095,3626
2329,80230,645301,6940718,19193451,5802
2330,80260,646400,6943095,14128423,4793
2331,80330,643797,6937124,38484699,2294
2332,80400,632680,6942629,121233486,5435
2333,80510,635325,6956667,95061869,1268
2334,80710,642689,6953305,62942279,5566
2335,80770,647137,6960127,24049988,793
2336,80780,641413,6960883,13528966,392
2337,80790,643220,6958766,6023736,63
2338,80850,649589,6955301,27912703,541
2339,80910,651852,6945920,123706291,1609
2340,81100,643734,6968276,192184326,2818
2341,81120,641751,6973933,65773247,429
2342,81160,641914,6984472,207167702,242
2343,81200,662518,6967540,324599776,2688
2344,81210,657963,6967336,6968686,322
2345,81220,652856,6960401,66403468,686
2346,81230,659201,6956900,46229957,153
2347,81235,660599,6949919,84654626,291
2348,81260,653806,6985187,103484485,156
2349,81270,662880,6974984,17968469,105
2350,81280,670200,6979586,217815557,1648
2351,81290,663228,6986681,38565479,233
2352,81295,660674,6990101,97105348,149
2353,81320,677674,6958451,32892139,32
2354,81330,676576,6967677,75516220,84
2355,81350,684418,6961943,166491657,146
2356,81360,670707,6954196,94127526,97
2357,81390,679213,6950059,75520011,80
2358,81420,684073,6979755,108728334,74
2359,81430,683651,6992187,282008997,72
2360,81450,691186,6974463,140166214,90
2361,81460,698061,6984822,152453574,26
2362,81470,704701,7001311,545686005,58
2363,81560,657643,7004410,79208957,175
2364,81570,658174,6997069,110285062,109
2365,81590,648781,7003587,111565175,145
2366,81650,686309,7020494,848810448,136
2367,81660,681652,7025987,13394772,13
2368,81700,670574,7006015,631597610,5448
2369,81720,651852,7017475,172487632,2765
2370,81750,666799,7033982,396753879,851
2371,81810,642210,7028611,73565760,323
2372,81820,635346,7023361,247891109,315
2373,81850,627865,7033388,93797513,129
2374,81860,633014,7052433,417487823,340
2375,81950,654237,7037337,70900171,78
2376,81970,650665,7054416,625064376,145
2377,82110,660904,6941066,88372316,1035
2378,82120,670025,6943647,110059158,214
2379,82140,669382,6928893,209877612,864
2380,82160,681862,6926711,83091418,61
2381,82170,680477,6920723,41126189,51
2382,82180,674506,6926521,37891339,77
2383,82200,654619,6926122,202732296,3139
2384,82210,648681,6929404,27059175,521
2385,82220,649097,6934171,95910097,2157
2386,82290,647842,6915098,160113404,408
2387,82300,634478,6907648,155834318,941
2388,82310,626484,6913959,183994072,251
2389,82335,644852,6903541,207253592,617
2390,82350,661584,6918865,74189797,348
2391,82360,660906,6910445,138623221,427
2392,82380,655218,6896966,147990448,454
2393,82395,664709,6899962,43789170,155
2394,82430,647412,6885624,280795012,853
2395,82460,640134,6885679,35078792,107
2396,82490,630344,6895620,98349133,125
2397,82500,660717,6888609,313640464,5960
2398,82510,670646,6884761,46693866,259
2399,82580,662629,6875361,118459170,347
2400,82590,665021,6867386,83659284,123
2401,82600,676572,6908931,392453405,2791
2402,82655,687769,6905358,69708946,319
2403,82660,679666,6900862,29870787,202
2404,82670,683825,6896444,45811045,114
2405,82675,687353,6898151,12490518,110
2406,82685,678379,6892786,82423506,187
2407,82710,681262,6940997,132960235,416
2408,82730,687403,6932820,128758177,709
2409,82750,693251,6921057,90965667,107
2410,82760,699471,6915112,65126126,84
2411,82770,693365,6910018,49741179,26
2412,82815,689769,6946854,68909636,133
2413,82820,696638,6945989,115009882,242
2414,82830,703966,6940411,50577309,105
2415,82840,697579,6936175,49544927,30
2416,82850,692887,6935578,32893170,68
2417,82865,697185,6929395,49628050,39
2418,82870,701491,6925502,47054575,30
2419,82880,705027,6922157,31265868,21
2420,82900,706348,6953918,695986131,3695
2421,82915,692965,6961993,92515306,201
2422,82960,718203,6970245,318077760,122
2423,82967,719371,6987719,366597414,72
2424,82980,719818,6956024,159106003,77
2425,83100,619389,6928584,334199679,2477
2426,83130,626845,6940799,25462718,391
2427,83140,629542,6936189,19431088,129
2428,83150,631388,6931121,57321349,211
2429,83160,637564,6925597,148441395,153
2430,83320,612395,6940416,8234562,73
2431,83330,608998,6936303,125009298,237
2432,83340,611289,6943428,12421131,85
2433,83400,612401,6944990,130087191,1413
2434,83430,621041,6948876,72113521,551
2435,83450,626554,6951963,45336934,344
2436,83460,631054,6953761,25994471,320
2437,83480,608115,6949852,44646678,179
2438,83500,601810,6955672,408025301,6028
2439,83550,611206,6964026,34304204,164
2440,83630,593571,6951855,50675694,424
2441,83660,588636,6958758,103835840,284
2442,83700,617708,6979011,380264613,2428
2443,83720,627100,6964046,46725622,261
2444,83750,622501,6958499,85171823,510
2445,83760,618993,6963262,14108871,86
2446,83780,613350,6968898,50158938,219
2447,83825,630998,6971785,104604516,270
2448,83830,606930,6978769,82768679,120
2449,83835,628781,6983371,75460968,236
2450,83840,605100,6973298,35648944,51
2451,83855,621974,6992444,95073729,139
2452,83870,610872,7001520,164696390,218
2453,83880,598555,6996554,194043650,172
2454,83900,603279,7016914,956881938,3490
2455,83910,622304,7022694,121387114,75
2456,83915,611876,7022567,872128,8
2457,83940,625689,7008617,180355176,344
2458,83950,632433,6995817,193075864,442
2459,83960,639946,7005042,227290950,236
2460,83985,630043,6992053,111059,1
2461,84100,378710,7105802,252257959,13499
2462,84460,387126,7115474,101304685,194
2463,84540,387492,7107021,45161299,580
2464,84650,395160,7109072,83726871,226
2465,84770,391304,7100876,5206327,89
2466,84880,392873,7099463,101386155,657
2467,85100,352748,7130362,196592481,6834
2468,85120,362787,7132635,74052020,280
2469,85140,358213,7121198,116291746,836
2470,85150,353747,7112760,78225918,298
2471,85160,363696,7106314,127477769,635
2472,85180,343416,7121752,51231107,476
2473,85200,372767,7120467,156532167,2084
2474,85210,369315,7112693,44349698,236
2475,85230,368789,7126628,64022615,264
2476,85310,367273,7098192,82382197,523
2477,85320,370180,7092833,49247291,268
2478,85340,375931,7093246,46982238,743
2479,85410,375699,7085214,109527328,2031
2480,85430,382749,7091239,55729521,593
2481,85450,390931,7083097,68805808,263
2482,85470,386263,7074831,267079430,528
2483,85500,399689,7090895,178065417,7506
2484,85540,390587,7092265,45073080,570
2485,85560,400245,7078995,83059229,464
2486,85580,408971,7082061,108850566,682
2487,85620,406249,7100762,81847703,260
2488,85630,405023,7090455,25402796,593
2489,85640,410793,7093699,56717131,516
2490,85660,415981,7091151,35427122,173
2491,85710,425118,7082453,139732949,379
2492,85730,432029,7084615,52755175,125
2493,85800,417835,7065028,302435834,5558
2494,85820,412967,7077640,124820701,863
2495,85840,429456,7069946,182863266,317
2496,85900,398461,7052437,195064135,1950
2497,85930,387671,7062523,164457925,228
2498,85940,401566,7066164,114579569,235
2499,85980,407475,7056205,91927451,353
2500,86100,378609,7148142,241264558,1858
2501,86110,372674,7155050,39328815,362
2502,86160,371173,7144376,51486145,306
2503,86170,362270,7143077,96988964,594
2504,86210,382649,7126043,32937479,196
2505,86220,374037,7132215,102611473,820
2506,86230,383512,7137126,92015855,137
2507,86240,374254,7138258,59705571,207
2508,86300,393380,7129179,358671046,6666
2509,86350,405352,7135274,51759867,119
2510,86360,406610,7140157,55569720,217
2511,86400,400500,7151657,345269925,1707
2512,86440,409897,7144163,20356381,267
2513,86460,417578,7144278,112568656,387
2514,86470,414796,7136045,79529473,183
2515,86480,423309,7134572,47118102,50
2516,86510,403993,7125119,108408905,307
2517,86530,403817,7117803,80916966,176
2518,86550,410308,7117148,63622424,378
2519,86600,418928,7115542,546587540,5322
2520,86650,431292,7108801,128681281,485
2521,86680,418749,7105347,64981838,454
2522,86690,420224,7096188,113838107,168
2523,86710,447686,7092504,828063517,2604
2524,86790,441393,7083227,5046634,0
2525,86800,448978,7061322,774449535,4088
2526,86810,449347,7057646,8160009,182
2527,86850,434793,7048177,285331356,240
2528,86870,448218,7076309,139087792,260
2529,86900,453422,7060954,12167049,481
2530,86980,452859,7041286,87119651,61
2531,87100,532919,7123648,11432126,5920
2532,87150,533947,7122190,1935962,2321
2533,87200,535468,7123552,4347887,3992
2534,87250,539363,7124272,28884158,4434
2535,87300,535263,7120547,1086277,1097
2536,87400,537556,7121519,2538589,1760
2537,87500,538587,7119611,23689038,5885
2538,87700,532306,7120425,12103185,4078
2539,87800,520259,7117483,530833705,934
2540,87830,532963,7125701,9716279,1531
2541,87850,532463,7129505,25453078,494
2542,87900,535044,7099552,734707374,461
2543,87910,536389,7127835,16907961,499
2544,87930,539258,7132246,33090712,295
2545,87950,544183,7126168,67116924,954
2546,87970,547004,7132463,80481060,480
2547,88120,555592,7093342,239237511,80
2548,88200,501850,7105422,330980978,952
2549,88270,497560,7120591,423806275,867
2550,88300,520017,7137996,529663498,2235
2551,88310,530098,7146988,100768861,220
2552,88340,504174,7138509,280268616,89
2553,88350,518650,7149714,131242356,112
2554,88380,549162,7143544,90879381,234
2555,88400,563604,7152452,846648221,1209
2556,88440,563737,7158642,18892468,66
2557,88460,582999,7139647,148853315,47
2558,88470,548972,7136532,76588303,541
2559,88490,551310,7122428,90219197,244
2560,88530,560264,7132017,96224219,103
2561,88600,581392,7106985,1490434289,6376
2562,88610,561981,7120727,198769237,2608
2563,88615,562521,7113204,190618,1
2564,88620,547915,7110944,213996930,491
2565,88640,590639,7107905,31864825,75
2566,88670,562864,7099133,120543026,185
2567,88690,567813,7083029,163335731,50
2568,88730,601122,7135794,275546833,128
2569,88740,598898,7146823,201233283,79
2570,88760,618603,7147296,254152927,149
2571,88820,599087,7110269,4778395,9
2572,88900,632909,7107681,4084482743,7744
2573,88930,635329,7151378,726155686,288
2574,88940,625580,7164283,75618822,26
2575,89110,535132,7161204,156288051,48
2576,89140,545453,7172400,91116641,89
2577,89200,534260,7195117,1779412407,2233
2578,89210,515712,7177184,279846124,65
2579,89320,549244,7213597,154428137,116
2580,89330,549302,7226978,190740401,67
2581,89400,572177,7173488,1108393068,2029
2582,89430,579108,7179110,32404725,42
2583,89440,582556,7186168,66638813,94
2584,89540,604886,7163493,258640031,188
2585,89560,598397,7154777,147193063,72
2586,89600,591419,7192391,1471271471,5155
2587,89610,607913,7178251,26433591,57
2588,89640,575366,7205809,60166055,110
2589,89660,575162,7218173,221133737,105
2590,89670,569635,7233878,408552244,213
2591,89680,560831,7222228,172814553,92
2592,89730,586411,7230992,96322549,30
2593,89740,596641,7228870,113381615,52
2594,89760,593744,7242398,306052138,96
2595,89770,596847,7257550,178852781,45
2596,89780,580017,7249978,124696311,59
2597,89800,608890,7209780,1219956826,1415
2598,89830,619677,7182058,50381154,48
2599,89840,636393,7178133,434712623,57
2600,89920,617425,7244707,933091684,351
2601,90100,427984,7210660,1681017,8266
2602,90120,426652,7209675,2408987,6861
2603,90130,429060,7210938,2235693,6180
2604,90140,428740,7209489,1579474,3160
2605,90150,428916,7207994,2898666,5899
2606,90220,430121,7209954,1054338,653
2607,90230,430915,7210010,4015462,7335
2608,90240,432499,7206882,9327970,6232
2609,90250,430215,7207977,3541909,6872
2610,90310,438367,7199286,83156034,2818
2611,90400,432118,7203769,13726957,11837
2612,90410,429552,7204864,10072272,4259
2613,90440,428842,7198544,39051845,9339
2614,90450,433684,7196448,47127554,7903
2615,90460,422115,7201880,52635838,8906
2616,90470,418540,7206854,28537347,1248
2617,90480,394451,7213140,200246235,959
2618,90500,428269,7212173,1897809,8275
2619,90510,425808,7212746,4192418,1769
2620,90520,426180,7214339,3718174,5647
2621,90530,428134,7213140,2283165,5736
2622,90540,430647,7218636,27732290,11858
2623,90550,429069,7213920,2278435,4422
2624,90560,427043,7214679,1579501,2971
2625,90570,428655,7215539,5599690,7424
2626,90580,425568,7216545,3441479,4362
2627,90590,426970,7216093,1016401,189
2628,90620,432250,7215267,15711925,550
2629,90630,437176,7213757,28765920,7575
2630,90650,432057,7210730,8431693,10411
2631,90660,443983,7205806,144669920,630
2632,90670,436054,7210659,23444743,2421
2633,90800,425220,7219377,10331389,7884
2634,90810,419730,7224133,18507869,2857
2635,90820,425287,7223837,64897636,3311
2636,90830,423310,7229739,43713629,8377
2637,90840,432100,7232555,117739785,1940
2638,90850,421119,7233596,10981527,2289
2639,90860,425151,7236205,30959534,534
2640,90900,446580,7226897,352545898,6757
2641,90910,435508,7225756,69844488,1713
2642,90940,438027,7218936,43865208,5106
2643,91100,423907,7246219,131600903,6506
2644,91110,430338,7246112,57279867,880
2645,91140,429529,7261431,244559827,370
2646,91150,437463,7271245,194022330,163
2647,91200,444546,7253497,382928772,1255
2648,91210,436107,7241357,68359171,461
2649,91240,457677,7264206,268169512,198
2650,91260,460170,7246793,171309850,117
2651,91300,469118,7210255,1007858061,3274
2652,91310,458614,7234867,216365263,199
2653,91410,448135,7197570,21851669,1036
2654,91430,454889,7191319,3688891,129
2655,91500,457089,7183476,576511801,7263
2656,91510,444563,7193650,29508241,484
2657,91560,465288,7159219,88991078,122
2658,91600,478993,7179760,532142556,2041
2659,91620,492606,7191357,378171000,180
2660,91630,499576,7210380,435816960,92
2661,91640,511327,7198661,260814058,96
2662,91660,473265,7167144,116010801,275
2663,91670,474884,7161239,29957173,2
2664,91700,490903,7160954,211080510,1511
2665,91710,489032,7161158,6222861,47
2666,91720,503698,7174391,268195587,58
2667,91730,499465,7158224,89489101,107
2668,91740,507564,7159850,158836654,114
2669,91750,515515,7156296,126999058,62
2670,91760,491083,7141549,244469861,274
2671,91780,482197,7154024,64453656,107
2672,91790,482574,7160948,33248701,161
2673,91800,444956,7174112,544655132,5899
2674,91900,422028,7182411,215363335,6273
2675,91910,426420,7193497,43060721,3311
2676,91930,430106,7182754,34219485,445
2677,91950,433872,7170026,155819773,654
2678,91980,412092,7190660,173807586,2030
2679,92100,379026,7175413,9315435,4218
2680,92120,381635,7173574,9906391,2914
2681,92130,381202,7176484,2646167,3125
2682,92140,389601,7176755,189256861,6314
2683,92150,379514,7173963,3023098,1291
2684,92160,379430,7169958,33154769,1764
2685,92180,376715,7173429,1288915,135
2686,92210,378010,7166433,26702151,912
2687,92220,378584,7159837,100083865,639
2688,92230,384933,7165129,31565129,232
2689,92240,389103,7169596,28167001,295
2690,92260,388956,7159229,126991062,301
2691,92320,392796,7188422,146680589,993
2692,92330,402275,7194512,87174137,216
2693,92350,402804,7180365,176193391,792
2694,92400,409707,7172608,114518810,1728
2695,92430,418463,7165361,223703128,935
2696,92440,425560,7167319,12682168,39
2697,92450,418528,7154089,131125151,343
2698,92470,402232,7165136,127017908,263
2699,92500,438043,7149819,630781134,1464
2700,92520,445893,7144154,54923323,67
2701,92530,427874,7163093,43457751,163
2702,92600,440066,7129894,292858657,1157
2703,92610,449067,7137614,44736233,87
2704,92620,453499,7114321,357761571,877
2705,92640,440183,7115980,79196445,194
2706,92650,436601,7122718,65221564,186
2707,92700,466592,7134389,701492015,1220
2708,92810,471813,7154155,115053189,152
2709,92830,478790,7141999,217703051,249
2710,92910,476952,7114929,273002721,280
2711,92920,478880,7099892,183170700,71
2712,92930,466785,7102272,309318481,1200
2713,93100,505335,7244230,907953696,4935
2714,93140,479381,7241833,468947026,454
2715,93160,490193,7226951,507980298,256
2716,93170,476998,7255223,201257310,99
2717,93180,481664,7266186,73664164,26
2718,93187,470804,7266480,212603724,139
2719,93190,478755,7279269,353812407,121
2720,93195,483441,7286005,37872325,63
2721,93220,497837,7271228,218799560,91
2722,93225,508614,7272920,276340959,230
2723,93240,511554,7287928,156213059,113
2724,93250,523493,7300832,611762980,231
2725,93270,517316,7252978,315479573,445
2726,93277,522287,7260532,200501747,155
2727,93280,527611,7277432,393519800,233
2728,93290,532069,7260495,134467754,82
2729,93350,531674,7227876,291805302,157
2730,93390,541543,7242491,338609635,194
2731,93400,558467,7274515,1287071005,3066
2732,93420,542409,7263878,243355225,230
2733,93440,540360,7293541,164914949,49
2734,93470,568016,7295761,218030427,141
2735,93540,588988,7267544,402076592,352
2736,93590,566081,7248730,354617329,203
2737,93600,598870,7317876,78137603,9873
2738,93700,604704,7293928,2722727066,1550
2739,93800,609948,7328450,1610084264,2251
2740,93830,599225,7339976,281292040,845
2741,93900,594095,7359525,1135713261,707
2742,93999,579752,7341838,16225010,0
2743,94100,388132,7293094,8075016,6398
2744,94200,387635,7295656,8249073,2388
2745,94300,384779,7295742,14773958,318
2746,94400,387515,7301979,13686152,2730
2747,94430,382500,7301536,35449329,981
2748,94450,385070,7299059,13292134,2378
2749,94460,385047,7309208,35222489,171
2750,94500,409510,7310101,578610068,2135
2751,94600,391839,7295145,19835489,2771
2752,94700,392858,7291770,28780011,5981
2753,94720,389684,7290981,1161410,1036
2754,94800,390933,7287685,2525892,0
2755,94830,393870,7286736,21261325,1746
2756,94900,387886,7285344,9160618,337
2757,95100,427375,7284491,349584368,921
2758,95110,419952,7271532,44800362,322
2759,95130,434447,7280013,89395108,139
2760,95160,455443,7285810,606435141,186
2761,95200,416566,7291317,295922689,1293
2762,95210,407791,7282340,29879845,231
2763,95220,404534,7283414,12370925,325
2764,95225,407445,7295413,117459112,216
2765,95230,398978,7288986,82662984,776
2766,95255,426062,7304890,110733678,79
2767,95260,435305,7314152,381187535,52
2768,95270,444591,7298725,170884221,106
2769,95300,413784,7330369,380996891,1702
2770,95310,388646,7307676,26243384,447
2771,95315,390136,7314156,59918996,207
2772,95325,392146,7323791,94295741,160
2773,95330,395230,7343480,445648725,496
2774,95340,408096,7340056,85646547,261
2775,95350,415217,7338232,316686,17
2776,95355,432439,7337338,455615800,246
2777,95365,399274,7309549,66342514,264
2778,95370,399065,7315914,79909685,182
2779,95375,398659,7320827,26638124,108
2780,95400,370173,7297422,7672918,2657
2781,95410,371096,7308733,11393903,3199
2782,95420,371325,7305015,6038852,3729
2783,95430,369518,7307077,1143569,1220
2784,95440,378651,7304124,50957270,928
2785,95450,370719,7301223,11863164,3528
2786,95460,377889,7311511,100783132,1084
2787,95470,373018,7300840,19789375,923
2788,95490,371104,7296723,1030851,0
2789,95500,372385,7316339,69932695,1118
2790,95520,368301,7320789,30222005,321
2791,95530,370282,7335403,208740044,784
2792,95540,363106,7341751,63479702,70
2793,95560,371752,7325212,47788965,202
2794,95590,382512,7331620,336670603,805
2795,95600,368927,7356218,549511124,2056
2796,95610,355979,7350380,61714948,208
2797,95615,356790,7345291,23969045,100
2798,95620,355945,7366943,51459075,402
2799,95630,353951,7371035,21355288,146
2800,95635,356166,7376234,63110782,237
2801,95640,366955,7383174,209164438,202
2802,95645,369870,7395079,166886029,263
2803,95655,361426,7363890,22914918,122
2804,95660,369002,7371842,174107291,158
2805,95670,383342,7381498,229030350,106
2806,95675,398001,7380980,205985104,132
2807,95680,383266,7373209,37517412,49
2808,95690,392391,7364933,419676166,175
2809,95700,371864,7411330,258708646,2224
2810,95710,366713,7427837,46422434,37
2811,95720,363700,7432072,14919977,41
2812,95750,375475,7428082,228329035,113
2813,95760,385749,7416626,136344953,101
2814,95770,379777,7403756,129210467,176
2815,95780,384459,7394477,117618605,105
2816,95790,394443,7403765,165740628,82
2817,95800,382275,7445823,460962846,486
2818,95830,378042,7457019,118677590,168
2819,95840,382124,7465606,157888033,59
2820,95850,390478,7455327,144799183,30
2821,95860,385202,7439257,112849691,34
2822,95900,367573,7469691,1098617977,1759
2823,95920,361602,7478712,11361478,171
2824,95930,355296,7487726,80335678,121
2825,95940,355484,7493814,91559215,44
2826,95950,359481,7502343,149534064,55
2827,95970,379995,7507316,257170346,548
2828,95980,384265,7493360,26791153,270
2829,95990,381249,7477288,106292913,83
2830,96100,436967,7385582,48816884,10237
2831,96190,440215,7379153,8382667,4325
2832,96200,443885,7377037,3699819,4835
2833,96300,441426,7374482,5987472,5793
2834,96320,439522,7375409,4095056,5
2835,96400,443033,7370443,70106169,3565
2836,96440,448773,7373536,15172919,3240
2837,96460,446321,7372978,5990775,2796
2838,96500,439637,7377895,5599852,5657
2839,96600,451375,7374101,35553023,1212
2840,96700,434284,7373435,64117428,759
2841,96800,434167,7380896,55142963,1839
2842,96900,450638,7394291,630057528,7053
2843,96910,445957,7380467,6404586,2921
2844,96930,448788,7382245,5390300,59
2845,96960,446840,7383249,9755861,149
2846,97110,434844,7360397,166919512,480
2847,97130,426915,7371409,96383549,888
2848,97140,415132,7361090,718953779,1193
2849,97145,427144,7362826,110752,10
2850,97160,424751,7350467,11615643,122
2851,97170,427130,7348843,42785963,164
2852,97220,430546,7391121,93036388,818
2853,97240,417181,7393880,477824979,284
2854,97250,402247,7392106,285148825,186
2855,97280,433549,7402322,304683994,299
2856,97290,425371,7410225,104757481,109
2857,97310,440438,7417412,259137990,153
2858,97320,414064,7424949,381701564,68
2859,97330,405344,7413352,165763019,45
2860,97335,394146,7423520,341833392,85
2861,97340,432479,7434696,723278139,262
2862,97370,448194,7449112,128277982,44
2863,97380,437481,7449098,23613291,27
2864,97390,436732,7458203,250300149,125
2865,97420,418029,7459160,972223400,416
2866,97430,398422,7452846,71048653,3
2867,97470,408227,7473095,240567146,140
2868,97510,470214,7387288,386787356,177
2869,97520,468136,7401587,141171486,47
2870,97530,467487,7412132,276690384,86
2871,97540,458927,7431799,553473050,90
2872,97580,483161,7392575,189336722,77
2873,97590,494257,7380403,42257760,11
2874,97610,463030,7369830,262740180,430
2875,97615,475034,7365750,17829312,28
2876,97620,477520,7368938,87727482,73
2877,97625,485943,7369577,356482374,337
2878,97630,497477,7362816,110578681,101
2879,97635,505599,7358824,40215431,80
2880,97645,512544,7364498,314906877,105
2881,97650,495169,7352860,131246266,127
2882,97655,507063,7350114,129957217,141
2883,97665,498850,7341736,449104950,166
2884,97670,450271,7359706,259147060,257
2885,97675,467599,7356033,261832782,139
2886,97680,460190,7340533,258479012,84
2887,97685,474905,7345391,112005454,36
2888,97690,444729,7345990,256589229,117
2889,97700,480425,7316043,2212516716,3066
2890,97715,452207,7311246,305320497,186
2891,97720,468955,7332987,69654762,90
2892,97760,510335,7310816,183523826,129
2893,97765,512549,7320504,109361160,87
2894,97770,490879,7302025,5642111,14
2895,97780,496658,7298999,56828992,113
2896,97785,500499,7293124,156355555,70
2897,97810,516932,7349972,127913365,15
2898,97815,527891,7345046,331391782,62
2899,97820,538188,7339762,162329928,97
2900,97840,543407,7348363,102348357,102
2901,97850,535963,7361452,267955151,88
2902,97870,546987,7364581,165772630,38
2903,97880,553036,7366247,62894013,35
2904,97890,558146,7350107,231447953,238
2905,97895,564970,7360097,145738415,99
2906,97900,545169,7327744,1046936699,1784
2907,97920,564367,7339081,73130590,94
2908,97925,572687,7343008,97280624,55
2909,97940,572830,7324201,79133401,78
2910,97950,554459,7317806,21604282,21
2911,97960,557415,7313519,116421739,92
2912,97965,563399,7307810,129184899,90
